"institution_short","course_code_norm","year","hv","url","status","ok","bytes","sha1","course_name_no","fulltext"
"uia","SPA400-1",2026,"V","https://www.uia.no/studier/emner/2026/var/spa400.html",200,TRUE,275,"3c63d5cd714b2b7adec4c117ea3458e5df6b1251",NA,NA
"uia","PED532-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped532.html",200,TRUE,275,"a88b44e913d82eae9c5a6c304c4c0fa5ac91a412",NA,NA
"uia","ERN400-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern400.html",404,FALSE,NA,NA,NA,NA
"uia","ERN401-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern401.html",200,TRUE,275,"bf522fe80f8fda8f9eb351c35e19f6d676c6eb84",NA,NA
"uia","ERN402-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ern402.html",404,FALSE,NA,NA,NA,NA
"uia","PED537-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped537.html",200,TRUE,275,"a3bd8fcf0d95592c75047fb86237f5d21869113d",NA,NA
"uia","SV-219-1",2025,"H","https://www.uia.no/studier/emner/2025/host/sv-219.html",404,FALSE,NA,NA,NA,NA
"uia","EN-221-1",2025,"H","https://www.uia.no/studier/emner/2025/host/en-221.html",404,FALSE,NA,NA,NA,NA
"uia","REL130-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel130.html",404,FALSE,NA,NA,NA,NA
"uia","REL131-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel131.html",200,TRUE,275,"0647ce24576ec3e2f7e35027ac2cc6f2854d690e",NA,NA
"uia","REL132-1",2026,"V","https://www.uia.no/studier/emner/2026/var/rel132.html",200,TRUE,275,"83753085eb8cff1a491b81497ea7d1780f0eb835",NA,NA
"uia","PED157-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped157.html",404,FALSE,NA,NA,NA,NA
"uia","PED160-1",2026,"V","https://www.uia.no/studier/emner/2026/var/ped160.html",404,FALSE,NA,NA,NA,NA
